0 Ex,0 Ey,2 Ex,2 Ey,4 Ex,4 Ey,6 Ex,6 Ey,8 Ex,8 Ey,10 Ex,10 Ey,12 Ex,12 Ey,14 Ex,14 Ey,16 Ex,16 Ey,18 Ex,18 Ey,20 Ex,20 Ey,22 Ex,22 Ey,24 Ex,24 Ey,26 Ex,26 Ey,28 Ex,28 Ey,30 Ex,30 Ey,32 Ex,32 Ey,34 Ex,34 Ey,36 Ex,36 Ey,38 Ex,38 Ey,40 Ex,40 Ey,42 Ex,42 Ey,44 Ex,44 Ey,46 Ex,46 Ey,48 Ex,48 Ey
(1.3074631821418815e-13-7.465686055474485e-13j),(0.99999999999945-9.158819536114748e-14j),(-0.006978423448446508+1.947625226797131e-05j),(0.999975630704844-0.00019804596394053828j),(-0.013949578207259812-0.0003537137286315842j),(0.9999025240087394-0.0004760612267230898j),(-0.020925511121748386+0.0002575721995164357j),(0.9997806834742999+0.0008009940172417612j),(-0.02787615882288957+0.0004539410211398115j),(0.9996101150398006-0.001526962953904266j),(-0.03489014799896512+0.0001737859452082529j),(0.9993908270185421-0.0007888226459245866j),(-0.04161381090323143+0.001277702937631256j),(0.9991228300982444-0.0044976207800438185j),(-0.04877212696742427-0.0016444835502372156j),(0.9988061373408715-0.0022080113339581174j),(-0.0557955065748057-0.0009017666881208954j),(0.9984407641814356+0.0014452275225023343j),(-0.06274278211153195-0.0023642078799420317j),(0.9980267284277321+0.0006349462634568995j),(-0.06975172299971122-0.00027124671547979276j),(0.997564050259272-0.000767589095516036j),(-0.07664869939880253+0.002563580011610984j),(0.9970527522263605-0.002052855265060223j),(-0.0835789875412183+0.004052478926321792j),(0.9964928592489672+0.00033424669967797166j),(-0.0905646145573158+0.0014248354476744732j),(0.9958843986155113+0.003207027779582129j),(-0.09748244520000013-0.0015701268207804105j),(0.9952273999813221+0.004138828932180884j),(-0.10428451712511702-0.006346933546593669j),(0.9945218953677123-0.003264284858117944j),(-0.11140330976860338-0.00315511643209738j),(0.9937679191600628+0.002161170997429438j),(-0.11827747219426953-0.0029645169149685596j),(0.9929655081059292-0.004599013114956333j),(-0.12532702284371472-0.0011783157765331714j),(0.9921147013139399-0.0004103080804668622j),(-0.1318997539101787+0.00839620624742944j),(0.9912155402509264-0.004869435598194832j),(-0.13914850977567667-0.0020235007169598536j),(0.9902680687410931+0.0016582227738066568j),(-0.14604444352145027+0.0016142733701210565j),(0.9892723329624662-0.002943785301410618j),(-0.15279997032401174-0.007518578494870361j),(0.988228381446025-0.0005533081056399575j),(-0.15976941477164772-0.0059237615949664525j),(0.9871362650725811+0.0007983292173456662j),(-0.1665918116016408-0.007132284445139493j),(0.9859960370699483-0.0028484569694369917j)
(1.8388304839504698e-13+5.155572149750931e-13j),(0.9999999999994577+3.181586938350023e-13j),(-0.006980219086405489+4.644908786781074e-05j),(0.9999756307048501-0.00011126249261952199j),(-0.013949953946067368+0.0005763373429386641j),(0.9999025240087528+9.539388922704187e-05j),(-0.020927417351845078+0.0003007885898206261j),(0.9997806834743136+0.0007332664942054168j),(-0.02790904678611384-0.00012750829024945308j),(0.9996101150398069+0.0008287087106113636j),(-0.034857658713436906-0.0014431062875939205j),(0.9993908270185625+0.0009142993653079336j),(-0.0418099412166849-0.0017845716358018092j),(0.9991228300983529+0.0015213463506207336j),(-0.04864739125444056-0.0008428737609032788j),(0.9988061373408783-0.004361295346857621j),(-0.05577135360678898-0.0022960667185144504j),(0.9984407641814649+0.0005697491748969281j),(-0.06263250506924464-0.0017744056148553955j),(0.9980267284276555-0.004082907831604591j),(-0.06964062845698359-0.0010529211061272026j),(0.9975640502592936+0.0038781251201497405j),(-0.07663372630144602+0.002983427172839592j),(0.9970527522263333-0.0020446105396892227j),(-0.08367017767860135+0.0006020227960877762j),(0.9964928592489638-0.0009593750742158962j),(-0.09062298659680766+0.0010962073409190708j),(0.9958843986154322-0.0007329550116373642j),(-0.09758021137034298-1.4223374249177061e-05j),(0.9952273999812908-0.000724204374590754j),(-0.10440850160688477-0.004866038497442626j),(0.9945218953677005-0.001177325230008866j),(-0.11141160064654158-0.0019505842493199484j),(0.9937679191600803+0.002995548301542727j),(-0.1183849547953513-0.002090976137973652j),(0.992965508105982-0.0003605657199340674j),(-0.125251482209845-0.003012889649826619j),(0.9921147013139369-0.0033775932080809864j),(-0.13223452978772252-0.0010805184942923388j),(0.9912155402510237-0.0021481097205074016j),(-0.13892137989464257-0.0001635234925264975j),(0.9902680687411198+0.008365135914289844j),(-0.1458972174296868-0.0036186122560053213j),(0.9892723329625577+0.006415514425242715j),(-0.15285471758459399+0.006212037166718137j),(0.9882283814459418-0.0012296381615645932j),(-0.15941676735612073+0.0021079937167251817j),(0.9871362650722867-0.011993532684077343j),(-0.16676541160761735-0.0008774037456575426j),(0.9859960370699405-0.0005852651426476226j)
(-1.3786421078275946e-13+1.421567724646522e-12j),(0.9999999999994563-2.8166965287956813e-13j),(-0.006979310844982667+0.00015482772474855692j),(0.9999756307048612+5.6954896723349774e-05j),(-0.01394882590337648-0.0006082498437656109j),(0.9999025240087528-5.261053068174315e-05j),(-0.020938727137935074+0.00038900670348490673j),(0.9997806834742914-5.770803447487961e-05j),(-0.02791318331959108+0.0006280617545576855j),(0.9996101150398137-0.00027864747647630625j),(-0.03482014635426402-0.002045288953851058j),(0.9993908270185851+0.0011614951546267994j),(-0.041766988751540654+0.0006880416979553813j),(0.9991228300983576+0.002935238388190483j),(-0.04884296541173236+0.000781510130454419j),(0.9988061373409107+0.0002323376104487948j),(-0.055673056818709814-0.002015538095699987j),(0.9984407641814635+0.0035339454268909914j),(-0.06277990482782786-0.0010935998966868986j),(0.9980267284277532+0.00037004294856022094j),(-0.06964591811448952-0.0013496242641491234j),(0.9975640502592548-0.003686493402622535j),(-0.07663701213606776+0.001905632714273367j),(0.9970527522264665+0.0029910217930756294j),(-0.08352085033828421-0.0010258053395955403j),(0.9964928592489272-0.005019636140117072j),(-0.09060538396427217+0.0006546315558620067j),(0.9958843986155065+0.002121425782656554j),(-0.09750297955901763-0.0031307308743110003j),(0.9952273999813508+0.0024062058465791313j),(-0.10437251303909358-0.0007984734339806301j),(0.9945218953676602-0.005651601127032882j),(-0.1114140095318907-0.0006348988859419605j),(0.9937679191599649-0.0034406730171662884j),(-0.11836002262991573+0.0015599200578086687j),(0.9929655081059207-0.0028233673724861377j),(-0.12519143894682433+0.004218428023904385j),(0.9921147013140313+0.004210453054323007j),(-0.13223948986034087-0.0018700670315423785j),(0.9912155402509869+0.000986374479755147j),(-0.13914684411552844+0.0025112965712336312j),(0.9902680687410063-0.0010005963693017084j),(-0.14591020824408762-0.003692489925413319j),(0.9892723329625122+0.006068598036393343j),(-0.15297383796999564+0.0006664322555224398j),(0.9882283814460183+0.0017963485877759819j),(-0.1596759186016267+0.006342293823846004j),(0.987136265072464-0.005036914280673908j),(-0.16652222351880377-0.008807469161286607j),(0.9859960370699886-0.002142998486290345j)
(6.373524688205272e-13-2.0816681711721685e-16j),(0.9999999999994582-2.0334081640704937e-13j),(-0.006974312344315826-0.00031133007857118034j),(0.9999756307048444+6.022083900446978e-06j),(-0.013961447615444331+0.0001359139974099028j),(0.9999025240087662+4.4583349519684845e-05j),(-0.020924263987385686+0.000844169782212174j),(0.9997806834743157+0.00021795532605408535j),(-0.027871549163727527+0.0015598298379006018j),(0.9996101150398391+0.0006013210956134565j),(-0.03488734851386761-0.0009057194032833669j),(0.9993908270185651-0.0001656988512515039j),(-0.04186621080571225-0.0005355729899415122j),(0.9991228300983114-0.0007098799956574602j),(-0.048780650798426806+0.0012178505283318812j),(0.9988061373409454+0.002294549361572744j),(-0.055781380435884396+0.0017398117961069087j),(0.9984407641814376+0.0012046041931100104j),(-0.06269530391360763+0.0030511275447977337j),(0.9980267284277253-0.001624447798320567j),(-0.06967941682210199+0.0024515730081350467j),(0.9975640502593127+0.0021758424240193794j),(-0.07671427702823273-0.000616751999389987j),(0.9970527522263626-0.0005904182953184443j),(-0.08349109854394243+0.004851452646932045j),(0.9964928592489799-0.0027715222972534807j),(-0.09043968494328322-0.0057167781222232875j),(0.9958843986153846+0.0014988090724102135j),(-0.0974299370598361-0.0010522677981365282j),(0.9952273999814168+0.005359330382039758j),(-0.10449258240675743-0.00222499588302698j),(0.9945218953677482-0.0015966365746658048j),(-0.11143037795625911+0.002845180908272537j),(0.9937679191600265-0.0007061595920237369j),(-0.1183108461495926+0.001566686726037006j),(0.9929655081060436+0.004425933425593425j),(-0.12532225111228842-0.0010794056489921346j),(0.992114701313914-0.0012600378201115558j),(-0.1321695531904667-0.0010415688410041098j),(0.9912155402509747-0.004677297046571198j),(-0.13911004367025853+0.0012647174714882064j),(0.9902680687410857-0.003993528575915971j),(-0.14586125709983253+0.005146896101859227j),(0.9892723329624221-0.006185011865405269j),(-0.15297168102955186-7.289596448312261e-05j),(0.9882283814459859+0.0020798059314151582j),(-0.15987714390898025-0.00021190510037144518j),(0.9871362650725347+0.0011171970602764413j),(-0.16676357057393534-0.0007758649006127257j),(0.9859960370699785+0.0010603981733756298j)
(8.111479419919437e-14+2.4528989950312052e-15j),(0.9999999999994597-5.912180467415595e-13j),(-0.006979735884731321+0.00012301486292025463j),(0.9999756307048514-7.841986499767216e-05j),(-0.013947640191896937+0.000635474838293915j),(0.9999025240087636+4.454903216256911e-05j),(-0.020931684839661107-0.0006686035860720297j),(0.9997806834742899-4.9895934761359784e-05j),(-0.027905930623988346+0.0004209915488997181j),(0.9996101150398192+0.0008364873723267262j),(-0.03485518331557849-0.0010580219063234496j),(0.9993908270185425-0.0014041566117938727j),(-0.04182505269837805-0.0007638682962180232j),(0.9991228300982838-0.0019109807151581337j),(-0.048833049873269765-0.0009674286487188037j),(0.9988061373408945+0.0008350634374282954j),(-0.055814100369979684+0.0008637306495840771j),(0.998440764181435+0.0002838819772458586j),(-0.06274308951252022+0.002189777965544205j),(0.9980267284277362-0.0010765377936415889j),(-0.06960859856620197-0.004470551402198917j),(0.9975640502593313+0.0007891798958173379j),(-0.07656402657632258-0.0026652237218647776j),(0.9970527522263434-0.004081138776128786j),(-0.0833780684747149+0.005934149212265052j),(0.9964928592489318-0.00385552011483984j),(-0.09062307106386608-0.001076472576528552j),(0.995884398615381-0.0007515258722106946j),(-0.09741574397286715+0.002705911157198034j),(0.9952273999814004+0.005027245387604016j),(-0.10449058141776967+0.0024116720728034743j),(0.9945218953677739+0.0014497812910184704j),(-0.11146356217069922-0.0010928691253611104j),(0.9937679191600364+5.2844545863804486e-05j),(-0.118329522670006-0.0027162607349797453j),(0.9929655081059116-0.003200890995126488j),(-0.12490663963657345-0.0025008499541245635j),(0.9921147013137994-0.010024797262000605j),(-0.132035181255668-0.007633116118346681j),(0.991215540250992-0.0004463327714922388j),(-0.13910481450814838+0.00030686797303499j),(0.9902680687410447+0.0043483840094914305j),(-0.14594712296916235-0.0036221159734140876j),(0.9892723329624826+0.005154493843624559j),(-0.1529592194297468-0.002064913978854872j),(0.9882283814460259+0.0019696256454039083j),(-0.15966756831919254+0.007573643250732944j),(0.9871362650723375-0.003301777231407583j),(-0.16632174313664597-0.0034603633771591175j),(0.9859960370699073-0.011701219023284783j)
(-1.2309936518508969e-12+1.0479811463071087e-13j),(0.9999999999994655+5.0209836288672705e-14j),(-0.006972136503980386-0.0002776535750938641j),(0.9999756307048496+0.00022409016238574692j),(-0.01395673852225032+4.2450223037971205e-05j),(0.9999025240087738+0.00038746304208070025j),(-0.020898294130705257-0.001042173115744234j),(0.9997806834743089+0.0008718533051564267j),(-0.027898157406022805-0.000995311476480732j),(0.9996101150397984-0.0005657538863768075j),(-0.034889642872582456+0.0007006139862023395j),(0.9993908270185493-0.0004436556865407282j),(-0.04186592563641125+0.00033291626392333885j),(0.9991228300982749-0.0008389354502933363j),(-0.0487547453274084+0.0008073011204636146j),(0.9988061373409394+0.002936508463663158j),(-0.05581455109801271-0.0001367051339180806j),(0.9984407641814154-0.0008704120702051363j),(-0.06276518960610608-0.0015250469549893692j),(0.9980267284277683+0.0009244177403980557j),(-0.06973569558382574+0.0009803126247084678j),(0.9975640502592893-0.001391897192043811j),(-0.07669967436168935-0.0015512624727913498j),(0.9970527522264054+0.000750209453080691j),(-0.08361663633736685+0.0006682761536732224j),(0.99649285924896+0.0031293768259399667j),(-0.09050114267561758+0.004753112166994325j),(0.9958843986154415-0.0011025844275533228j),(-0.09758262112444063-4.518550992066027e-05j),(0.9952273999812432+0.00022877553531351326j),(-0.10440023829018215+0.003502891606735968j),(0.9945218953677152+0.0038104630208709023j),(-0.11132572795873169-0.0007023578651070422j),(0.9937679191601558+0.005604626203650525j),(-0.11838613863463626+0.0004895968344670928j),(0.9929655081059797-0.001995541244675693j),(-0.12515613713104212+0.006188772003668517j),(0.992114701313837-0.0024616814141330892j),(-0.13212623000780266-0.005146092740693669j),(0.991215540250909-0.0028159967021452043j),(-0.1390934235517891+0.004705350715591578j),(0.9902680687410278+0.00017672042251472633j),(-0.14604981873077222+0.003070399819358706j),(0.9892723329624616-0.0005237629145234644j),(-0.15271597686922045-0.004241852131482943j),(0.9882283814461107+0.008031388589848486j),(-0.15962855471835263+0.004668774367070291j),(0.9871362650723007-0.0076760173566416765j),(-0.16673947723929297-0.0009696675972863025j),(0.9859960370699603+0.0029700767588182525j)
(5.586802192998224e-13+3.4444495866647884e-13j),(0.9999999999994598+2.0954939172757037e-13j),(-0.006980672559337828-8.86397540953651e-05j),(0.9999756307048422+1.8680731576155643e-05j),(-0.013960005516404353+1.4858608425960193e-05j),(0.9999025240087659+0.0002459776610929285j),(-0.02093605456008181-0.00034828985329055963j),(0.9997806834743064+0.0003811354055691992j),(-0.02786213116346482+0.00043816324841262216j),(0.9996101150398246+0.001768493420084013j),(-0.03488297725205646-9.184896874416502e-05j),(0.9993908270185351-0.0010697345082654312j),(-0.04186753628631239+0.00013566625052231773j),(0.9991228300983221+0.0008132497753822391j),(-0.048782646877489975-0.0012626046625674077j),(0.9988061373409364+0.0022269266039595514j),(-0.055683556991885645-0.0020386701144886055j),(0.9984407641814884+0.003350481231875247j),(-0.0627119731055008+0.001906083498015701j),(0.9980267284277318-0.002494918368661253j),(-0.069626461013362-0.0019609142135985184j),(0.9975640502593319+0.003778408567874149j),(-0.076671015901928-0.0024337447407211414j),(0.9970527522263875+0.0012006180927141008j),(-0.08357083680461971+0.004160036636069141j),(0.9964928592489658-0.0007686323533088839j),(-0.09060649074296659+0.002089128133084446j),(0.9958843986153518-0.0006033011926752235j),(-0.09753990479535288+0.0027223890387934437j),(0.9952273999813608+0.0009888860903218746j),(-0.10450637551843713+0.0020852702485696884j),(0.9945218953677046-0.0005184178878010447j),(-0.11142683559253913+0.0029739571529263254j),(0.9937679191600952+0.0007339862407113994j),(-0.11827767946690083+0.0017211978775766683j),(0.9929655081059104-0.005189193450651184j),(-0.12523927304234364+0.0009057297049563616j),(0.992114701313946+0.004766925338725494j),(-0.1318749234130468-0.010014757773821291j),(0.9912155402509578+0.0006796803837931659j),(-0.13896972506121635-0.007517704183127553j),(0.9902680687410457+0.00022731255637459952j),(-0.14600804631247352+0.004633886137189268j),(0.9892723329623614-0.0006547865236961742j),(-0.15291891923721962+0.004519036399465784j),(0.9882283814460984-0.00022034671883789346j),(-0.15969938819770776-0.0005050703848100101j),(0.9871362650723666-0.007605556591418283j),(-0.16672850165566425+0.0034623809001323004j),(0.9859960370699532-0.0011973034026619232j)
(3.2775054371992115e-13-7.468990703696221e-13j),(0.9999999999994665-2.6105506645279775e-13j),(-0.006974661602284859-0.00023584118212297868j),(0.9999756307048496+0.00019097070957142456j),(-0.013949531486994207+0.0005377320657702633j),(0.9999025240087746+0.0002527752289374213j),(-0.02093730688780391+0.0003199226752654324j),(0.999780683474305+0.00033433567426444794j),(-0.027887804898023685+0.0010627737190245772j),(0.9996101150398194+0.0008710677258399573j),(-0.03489563958880184+0.00048694081114819196j),(0.9993908270185206-0.00017915498333366878j),(-0.041818098037294776+0.002194194356307237j),(0.9991228300983194-5.0625020996997866e-05j),(-0.04882563342485141+0.0015236255474765344j),(0.9988061373409101-0.00018998659611506145j),(-0.05579669747866454+0.0016284346454440084j),(0.9984407641814363-0.0003423021812142147j),(-0.06267678731623297-0.002510717810953113j),(0.998026728427728-0.0028224050972370726j),(-0.06934683060415446+0.005981421386675043j),(0.9975640502592549-0.004604922651334671j),(-0.07666663757698754-0.0011006561334663094j),(0.9970527522263696-0.0026123773530712076j),(-0.08365269116633449-0.0019791937865768026j),(0.996492859248945+0.0005399234785802183j),(-0.09061752682880765+0.001026230855443959j),(0.9958843986154314-0.0012943241344019196j),(-0.09745214106081114+0.003940216852052076j),(0.9952273999813731+0.0031586736219898076j),(-0.10451330288276721-0.0017483956741013108j),(0.9945218953676973-0.000335061565866818j),(-0.11107854778681961-0.00932088617157563j),(0.9937679191600548+1.2237560507936951e-05j),(-0.11826993809845833-0.0021409976596705807j),(0.9929655081060685+0.005209374409340289j),(-0.12533095470528974-0.0003456646375344188j),(0.992114701313848-0.0006721193695095708j),(-0.13190882005236335-0.009580401761357892j),(0.9912155402510984-0.00017848839450731319j),(-0.13910529787826742+0.004339972149504465j),(0.990268068740997-0.00018103814332293654j),(-0.14571083647012587+0.001881801733234191j),(0.989272332962302-0.010249984957630463j),(-0.15281671098129654-0.004284586902961331j),(0.9882283814460405+0.0057759209978772135j),(-0.15974977488166572-0.00620947370683626j),(0.9871362650725106+0.0018563510273834592j),(-0.16655818854639295+0.0014353834500215011j),(0.9859960370700649+0.008253749663816375j)
(1.912866863038418e-13+7.231125420670281e-13j),(0.999999999999457+3.6631461752811845e-13j),(-0.006971400991530263+0.0002550823422074987j),(0.9999756307048514+0.0002692518408363258j),(-0.013957736198608753+0.0003310038601800989j),(0.9999025240087609+0.00012048438483261946j),(-0.020926959108047614-0.0004156696416569468j),(0.999780683474316+0.0006888772000396524j),(-0.02791363386724024-0.0002440558028420723j),(0.9996101150398211+0.0006224066829240808j),(-0.03487190510081011-0.000541181100478124j),(0.9993908270185079-0.0012775867180729967j),(-0.04186291550674577+8.160564168225963e-05j),(0.9991228300983308+0.0010295732236809067j),(-0.04884953892306149+0.00014649996659881073j),(0.9988061373408751-3.3073813972126246e-05j),(-0.05580278406226893-0.0007403220100848738j),(0.9984407641814503-0.0012416255044703913j),(-0.06270698952940923+0.002922331918726862j),(0.9980267284277535+0.001393837515672982j),(-0.06971955382812713-0.0019278372850129446j),(0.9975640502592948+0.001197032407698466j),(-0.07663490244917408+0.001057981210674918j),(0.997052752226425+0.0034324450420054253j),(-0.08350730477574321+0.005333283492014186j),(0.996492859248979+0.00026000195377048896j),(-0.09056062722090506-0.0002483396242259836j),(0.9958843986154092-0.003602182412743686j),(-0.09757777529319925+0.0009048075602145673j),(0.9952273999812895+0.0004259313692795757j),(-0.10451726954276638+0.00150304188170838j),(0.9945218953676863+0.0002843687872704946j),(-0.11133990554094737-0.0021593399035463347j),(0.9937679191599673-0.004907701362978026j),(-0.11804681376813533-0.0015626848116452943j),(0.9929655081058781-0.009055798490154615j),(-0.12527244084466005+0.002950305416303421j),(0.9921147013139027-0.002555523134080513j),(-0.1321110362558761+0.002109831873459384j),(0.9912155402509513-0.005828848324260835j),(-0.13915610742023832+0.0017012353355126643j),(0.9902680687410514+0.0013548419659470045j),(-0.14589249321514072+0.0006013792556851423j),(0.9892723329625357+0.007434379613247382j),(-0.15291171294867717-0.0023629389304965012j),(0.9882283814460658+0.00413408588356519j),(-0.15985566251961145+0.002491901912984481j),(0.9871362650724776+0.0013970550934051407j),(-0.16664906316177197+0.004752133614623356j),(0.9859960370700153+0.004161953210691072j)
(-8.007341047892597e-13+4.04492411787416e-13j),(0.9999999999994521-7.542577673547157e-15j),(-0.006976298117019989-0.00014812359581780656j),(0.9999756307048522-0.00021753007860378544j),(-0.013956905557613754+0.00011789274249070052j),(0.9999025240087689+0.00036519633896034756j),(-0.020935040161469437-0.000490682802836353j),(0.9997806834742822-0.0002612937270035764j),(-0.027918274569822613+0.0002984298239467999j),(0.9996101150398038-0.0003143146648242126j),(-0.034833131422666655+0.0018612284601992862j),(0.9993908270185868+0.0010787279207322316j),(-0.041804134080440314+0.0019741408303316464j),(0.9991228300983338+0.0014448241999070188j),(-0.04869181224795107+0.0038917396976257154j),(0.998806137340904+0.0005116553483703323j),(-0.055819541911501756+0.000317980005579515j),(0.9984407641814445-0.00034358287908449123j),(-0.06277592050594792+0.0011243780249313587j),(0.9980267284277649-0.0007542687577107143j),(-0.06970731090608816+0.0012039672104438189j),(0.9975640502592502-0.002325273849624345j),(-0.07661094049364657+0.0013570588135348068j),(0.9970527522263538-0.003838159039239685j),(-0.08352760726916215+0.004242723991195517j),(0.9964928592489999-0.002668254430160371j),(-0.09060754037157603+0.0007154494391157524j),(0.9958843986154327-0.0020065774878177955j),(-0.097561368537733+0.0020165280780047967j),(0.9952273999813058+0.00036784358653785265j),(-0.1044185168649839+0.004789370073221513j),(0.9945218953677925-0.000186823443896679j),(-0.1113193723141866-0.004055292262900828j),(0.9937679191600712+0.004107894765457129j),(-0.11831008000902449-0.003164976806012529j),(0.9929655081060954+0.0034939376910542684j),(-0.12529945672590637-0.002170251817126828j),(0.9921147013138679-0.0019379337068372278j),(-0.13221577224291944+0.0032592167044822535j),(0.9912155402509926+0.00034617990445076803j),(-0.13900669548620823+0.0040578973155865755j),(0.9902680687409688+0.005461145513117377j),(-0.1459675020298578+0.005635031262284316j),(0.9892723329623978+0.0014092579171346986j),(-0.1529318139598953+0.0017716519634739022j),(0.9882283814460135-0.0036589112794057138j),(-0.15965661615439908-0.008465003993054545j),(0.987136265072509+0.0003206292525911904j),(-0.1665713004073586-0.001430498359362719j),(0.9859960370701917+0.007985639349014107j)
(-1.1084680119076517e-12-4.3395842475035806e-13j),(0.9999999999994453-2.1640285050028574e-13j),(-0.006961077106776453+0.0003423827592862125j),(0.9999756307048535+0.000405185021853334j),(-0.013952386977057097+0.0003769878143328187j),(0.999902524008756+0.00036229498003190197j),(-0.020929251342308674-0.00024994781972230776j),(0.9997806834743204+0.0006992244832908501j),(-0.027914647991300737-0.00015753015043764272j),(0.9996101150397949+0.000604583164317973j),(-0.03489012732492629-7.484302399600636e-05j),(0.999390827018549-0.000805160777237664j),(-0.04187212622946934+0.0005409280179195963j),(0.9991228300982926-5.307713874851128e-05j),(-0.04878214702538566-0.0020343185744860527j),(0.9988061373408863+0.001569614158317887j),(-0.05578660571357186+0.000521023865181755j),(0.9984407641814561+0.0019035694724601707j),(-0.06278507323356015-0.00035011219652018605j),(0.9980267284277318-0.0007492284468700134j),(-0.06959529941738442+0.0019908877298569043j),(0.9975640502593011+0.004300731822609509j),(-0.0765563011250989-0.0011077932925664877j),(0.9970527522264038+0.004869787339934215j),(-0.08360556580870808+0.0034625529462080275j),(0.9964928592489272+0.00031868119015138544j),(-0.09053150618119998+0.004262551175622909j),(0.9958843986154383-0.0003763499894336997j),(-0.09756491090770812+0.0015382504672846022j),(0.995227399981249+0.0010697058162190626j),(-0.10443574266566978+0.004398301727971548j),(0.9945218953676935-0.0001738646681661883j),(-0.11143471189488856-0.0024761143739438383j),(0.9937679191600393+0.0012233927256307987j),(-0.11817575852794701-0.006422685752497539j),(0.9929655081059291-0.0035691616551030425j),(-0.12521516763942162+0.0001044197487875681j),(0.9921147013139873+0.005437860344374242j),(-0.13224545434197693+0.001212153116247517j),(0.9912155402510253+0.001193002297549115j),(-0.13916852530824175-0.0008768179477303957j),(0.990268068741005+0.0007104819959880757j),(-0.14603530322011143+0.0033813932242180806j),(0.9892723329624892+0.0015835489127053164j),(-0.15285843765930687-0.006070111804341567j),(0.9882283814459875+0.0014552946715135177j),(-0.15948189339177307+0.007478689433282396j),(0.9871362650722637-0.008461032006757973j),(-0.16655397609526895+0.00810671372493413j),(0.985996037069918-0.0024226268258255336j)
(6.142249486492407e-14-1.503311364281501e-14j),(0.9999999999994582-3.537135861986229e-13j),(-0.0069776623005956065+0.0001712409766285103j),(0.9999756307048533+0.00014457070850940577j),(-0.013928750930761553+0.0007109013887119896j),(0.9999025240087704+0.0006534497056264084j),(-0.020894563921803378-0.001207884391492449j),(0.9997806834743135+0.0007369968616282134j),(-0.02791261264454214+0.0004547696656937335j),(0.9996101150398145-0.0005451136736272979j),(-0.03488302009860833+0.00012561491663929183j),(0.999390827018532-0.001064894276372717j),(-0.04185805297999026-0.0008141189823099547j),(0.999122830098307-0.0009005477476150808j),(-0.04877958220653935-0.0026159934788924917j),(0.9988061373409026-9.458833136886252e-05j),(-0.05570646279267041-0.0035780196722101677j),(0.9984407641814128+0.0001679228563041396j),(-0.06277572613632752+0.00015230429390312994j),(0.9980267284277338+0.0013543833298780396j),(-0.06974154037630999-0.0012888843922524143j),(0.9975640502593145-0.0006495784019925222j),(-0.07652987757496604+0.005383820654279538j),(0.997052752226323-3.987926917651402e-05j),(-0.08357095706475337-0.0014237458765395013j),(0.9964928592489837-0.003981149037399466j),(-0.0905553838374391-0.0024289031750511537j),(0.9958843986153945-0.002843849637953009j),(-0.09757795450679124-0.000679353564321659j),(0.9952273999812379-0.0007096467480421664j),(-0.10445653922265792+0.0036047709824335496j),(0.994521895367758-0.0014271204642856278j),(-0.11117388969635165-0.000696058493675579j),(0.993767919159959-0.008074936518474608j),(-0.11835352589026694+0.003449164656410638j),(0.9929655081060166-0.00021420358840192576j),(-0.1253183585348874-0.0019243735490610118j),(0.992114701313972+0.000158859039726119j),(-0.1320854777026055+0.003387100387688635j),(0.9912155402509296-0.005805763946710346j),(-0.13912440362027312-0.0013430361515237247j),(0.9902680687410236-0.0034276233806375886j),(-0.14606705326393352-0.0020197060971088613j),(0.9892723329625265+0.0007667932466495497j),(-0.15295765306471062+0.0027069831627059356j),(0.9882283814460504-0.0011378552225091952j),(-0.15977779111892945+0.004949986742538775j),(0.9871362650725268+0.0029239141514736926j),(-0.16654281776113902+0.000559402686902806j),(0.9859960370698838-0.008659780724933902j)
