0 Ex,0 Ey,3 Ex,3 Ey,6 Ex,6 Ey,9 Ex,9 Ey,12 Ex,12 Ey,15 Ex,15 Ey,18 Ex,18 Ey,21 Ex,21 Ey,24 Ex,24 Ey,27 Ex,27 Ey,30 Ex,30 Ey,33 Ex,33 Ey,36 Ex,36 Ey,39 Ex,39 Ey,42 Ex,42 Ey,45 Ex,45 Ey
(0.9998708220904589+0.00026141706866486395j),(-8.32875464998387e-14+0.01607080558155518j),(0.994067477695649+0.026466847669107472j),(0.10452846326713193+0.01425328481658053j),(0.9778889487849355+0.017471120508172983j),(0.20791169081777744-0.01416660201228742j),(0.9510345781664612-0.0030395360975890738j),(0.30901699437480035-0.005699959511357294j),(0.9133445761305767+0.012317681824970242j),(0.4067366430748537-0.014671848770486426j),(0.8653184481388089-0.01578806003922758j),(0.4999999999992139-0.03122051361593739j),(0.8089792751614376-0.00663391438953134j),(0.587785252292056-0.0041256182498848135j),(0.7430371827038071+0.011743807850190507j),(0.6691306063584415+0.004696778681650074j),(0.6681393420836497-0.020850161156144402j),(0.7431448254770534-0.02984725624472451j),(0.5857410162418768-0.01743888636903163j),(0.8090169943740064-0.045769530771859024j),(0.4999508624387639-0.0067686848330550265j),(0.8660254037837681+0.0018221011013871873j),(0.4063519219014596-0.004595110007705593j),(0.9135454576422073+0.01707914960362305j),(0.3085442136239863+0.01579605738026156j),(0.9510565162948714+0.006515797907773863j),(0.2074625761086242+0.005567114707507013j),(0.9781476007334918+0.012472286334659896j),(0.10451878762691713+0.00020175246823374033j),(0.9945218953677022-0.0014078217650441284j),(-1.7216030002181542e-13-8.561693021214012e-13j),(0.999999999999453-5.865238850155663e-13j)
(0.9985844445776061+0.03773439293613557j),(-1.146850244874773e-13-0.03748629931247725j),(0.9940300276288867+0.024910778263507866j),(0.10452846326748355-0.01890919522732309j),(0.977644586410476+0.02761774062761494j),(0.20791169081790178+0.014867813724384806j),(0.9497576319479333+0.004110826911188269j),(0.30901699437556074+0.049518065841332115j),(0.910814363408848+0.04145528352232522j),(0.4067366430748321-0.05713106033715784j),(0.8650750424995873+0.007650829015547687j),(0.49999999999928113-0.03983259543721127j),(0.8055154755010746+0.06143198300987773j),(0.5877852522920768-0.04335236301003963j),(0.7428860735801747+0.01885855100434544j),(0.6691306063588118+0.005372929125619117j),(0.6689540130862597-0.0006405111308908952j),(0.7431448254765399-0.015358596537287205j),(0.58756599104979+0.004458204562837848j),(0.809016994374066-0.015421847703335108j),(0.49982331708527045-0.008457563249431171j),(0.8660254037840017-0.010252868934944903j),(0.40668888117252877-0.0052094846713356836j),(0.9135454576420504-0.003422282951805535j),(0.30828447579969104-0.0004017679070481839j),(0.9510565162943934-0.021260841383448414j),(0.20778132736930688-0.007051986503766922j),(0.9781476007332249+0.0021120278705984534j),(0.10442824841506824+0.0002292327233964775j),(0.9945218953677792+0.004570341158402078j),(-3.5645924105146315e-13-4.633793349029247e-13j),(0.999999999999466-2.456056191757483e-13j)
(0.9997648512729724+0.005435570221983778j),(-2.1062630984102224e-13-0.02099277814586761j),(0.9942745667406995-0.02215798812084798j),(0.10452846326790668+0.0009538661584965194j),(0.9777965382385329-0.008010528834210232j),(0.20791169081785807+0.024949750631685308j),(0.9498802312168421-0.029906911676057836j),(0.30901699437416097-0.03662813350686003j),(0.9132422449329404+0.023465720607601267j),(0.4067366430751395+0.0018069878230735107j),(0.8658908606153607+0.014987468014139079j),(0.4999999999998622-0.0028971199939429077j),(0.8088873712049132-0.009444677383878847j),(0.5877852522926941+0.010977976149705082j),(0.7413617265250666-0.030624370313744105j),(0.6691306063576274-0.04134210953723176j),(0.668670735054446+0.024639298727069277j),(0.7431448254770843-0.00284980797224302j),(0.5862316850155007+0.008715666850651446j),(0.8090169943740768-0.04180850927809138j),(0.4999369716429654+0.0045266630846929855j),(0.8660254037838427-0.0065217870024245695j),(0.40631696145343243-0.018161205232002237j),(0.9135454576420313+0.003375541477184829j),(0.30897311242973946+0.005206704361476501j),(0.9510565162946945+9.400780004776253e-05j),(0.20781147748677764+0.0060060864056347705j),(0.9781476007333069-0.0023638801648140813j),(0.10452466892308923+0.0002723010858904679j),(0.9945218953677684+0.0008479809350340518j),(4.331554601203279e-13-1.6779459766080862e-13j),(0.9999999999994577-3.3495428652940973e-13j)
(0.9999222166310667-0.0043171703331566485j),(2.2416503348425868e-13+0.011701398493037706j),(0.9944972009511256-0.006870801668368472j),(0.10452846326782812-0.0013819372090360545j),(0.9770739315816801-0.0386822743837055j),(0.20791169081781835+0.02455489140850459j),(0.9509684283156938-0.012857088853687311j),(0.3090169943746367-0.0014969300130150214j),(0.9125606662933684+0.038837710060327546j),(0.4067366430759114-0.017028381885453296j),(0.8635241156869645-0.06542679431166781j),(0.4999999999998808-0.006740638849206532j),(0.8081468804976286+0.03018838452910739j),(0.5877852522924825+0.022266076613866887j),(0.743098540663162+0.0052991960288065265j),(0.6691306063585669+0.006380361964186363j),(0.6663426373931178-0.059324002937216555j),(0.7431448254768721+0.014280078196688528j),(0.5874846844241817+0.01538123170338262j),(0.8090169943741155-0.010801207852359874j),(0.4976622986819849+0.04765596925737789j),(0.8660254037840972+0.007819530943451808j),(0.40638171461409806+0.003895582595021107j),(0.913545457642335+0.016535515822797657j),(0.3088965680462001+0.0029712691191005683j),(0.9510565162946915+0.00809843326941025j),(0.2078709468798824+0.00023295049507112212j),(0.978147600733314-0.0041093011450196925j),(0.10442035892327013-0.001938460373508203j),(0.9945218953677469+0.004339429312947297j),(2.447360773402477e-13+2.684627693760877e-13j),(0.9999999999994489-2.498695694796993e-13j)
(0.9993299659200942+0.03382074184319167j),(2.528526706655452e-13-0.013992020373716023j),(0.9938137569651465+0.02014092193405978j),(0.1045284632676116+0.031660071006685955j),(0.976332004609866-0.012487561652319087j),(0.20791169081868272+0.0582460848312136j),(0.9503290521286465+0.0321622383332098j),(0.3090169943752949+0.018675660409804784j),(0.9133522187532075+0.008637473185363662j),(0.4067366430747815-0.016685974188757238j),(0.8636597033361757-0.029024015071595313j),(0.5000000000006076+0.057004590873158886j),(0.8072537574013198+0.04452026522590542j),(0.5877852522926749+0.029458688561189172j),(0.7423320933374421-0.03021435085370715j),(0.6691306063590675+0.017157734003924882j),(0.6688909093032256+0.011140512152440477j),(0.7431448254771915+0.014021726207269755j),(0.5877088651420169-0.0018175279041040679j),(0.8090169943745702-0.009299959022032744j),(0.49982281761936515+0.00025101314547868944j),(0.8660254037840656-0.01330744073784499j),(0.40652454509770736+0.004695689806091658j),(0.9135454576422687+0.01226546168926965j),(0.30828613411553424+0.007580816924062324j),(0.9510565162946445+0.019841712104910134j),(0.20789619357352304+0.0012191694098911748j),(0.9781476007332348-0.0022265449342173654j),(0.10446815548954418+0.0006769744423175336j),(0.9945218953677901+0.0034850863958763518j),(-3.7511652675734883e-13+1.6618721372999024e-13j),(0.9999999999994523-4.705524164760888e-13j)
(0.997974249063101+0.062398329087311306j),(7.895143376796347e-13+0.012403496798124043j),(0.9939650439835992-0.0048417068790507995j),(0.1045284632675162+0.03292187082943702j),(0.9764420316747064-0.05118928589674836j),(0.2079116908176046+0.026708511910967833j),(0.9494384043059039-0.012651576456807928j),(0.3090169943741688-0.05399214043709223j),(0.911995350354779-0.051560860047316484j),(0.406736643075577+0.013086703972387669j),(0.8653140978150695+0.014492986052694926j),(0.5000000000004784+0.03196037352880855j),(0.8086385720983578-0.009288455909946973j),(0.5877852522925389+0.022932106047436437j),(0.7429126841647433-0.017622796749554345j),(0.6691306063582698-0.005866206214459067j),(0.6690175007858246-0.01227458374963365j),(0.7431448254772997-0.0008286140423082742j),(0.5864841523432877-0.03728870073380147j),(0.8090169943747002+0.011721546807786136j),(0.4988112033803757-0.03445828239849755j),(0.8660254037837168+0.00010077949792027321j),(0.4064429704984457+0.00612802730722278j),(0.9135454576420761+0.014186466584248764j),(0.3086184913347657+0.01024160039390527j),(0.9510565162945392-0.011884411649091141j),(0.20703842072195888+0.01845975186399501j),(0.9781476007332053-0.004647696725865028j),(0.10437548086120267-0.005566583805088003j),(0.9945218953677541-0.000985785363510388j),(3.626072317945331e-13-2.8274561511554275e-13j),(0.9999999999994568+4.652363563839579e-13j)
(0.9968002331658868-0.07992994449040505j),(3.123189724824194e-14-0.000706493446346169j),(0.9938435137265041-0.015322446594842174j),(0.10452846326827582+0.033378034988007316j),(0.977609473439354+0.02513836455246963j),(0.2079116908174431-0.020506313405533858j),(0.9474339688676302+0.07773265695150158j),(0.3090169943753554+0.028896468036782266j),(0.9131112700295055-0.0008788886945093723j),(0.4067366430757654+0.02814852177362607j),(0.8657783903153752-0.005920958883518306j),(0.49999999999986383+0.019817192227033847j),(0.8084709712665848-0.022490245640268306j),(0.5877852522919756-0.01942613335709752j),(0.7424898432266888+0.024406966394320204j),(0.6691306063578092-0.019425867567064437j),(0.6687770441864136-0.018540587056944124j),(0.7431448254774201+0.011370143617570177j),(0.5862384957889869-0.039127688765660286j),(0.8090169943743212-0.01688054617992787j),(0.4999705708988128+0.005020754323805851j),(0.8660254037838275-0.0020543274055072665j),(0.4064676662376902+9.666041993430449e-05j),(0.9135454576421503+0.0147893130450025j),(0.3077511400817463-0.024626834843284345j),(0.9510565162945644-0.013200666518968743j),(0.20783469873824612+0.003975031291776069j),(0.9781476007333417+0.004025953943197012j),(0.10433314729277662-0.005463817250825445j),(0.9945218953677664+0.003307674416535733j),(-8.348987835438156e-13-3.6355467247783935e-13j),(0.9999999999994614-1.6814327707947996e-13j)
(0.9973727448745631-0.04466826737819235j),(-7.401926917269404e-13-0.05702941056662883j),(0.9940961637720378-0.019961434381677072j),(0.10452846326834211+0.021169758541416856j),(0.9759397891350964-0.02454685513809814j),(0.2079116908169765-0.060923794253168476j),(0.9510538900811304-0.0012836384719776368j),(0.30901699437484-0.0018296502809106209j),(0.9125264668874774+0.016587252806827858j),(0.40673664307618784+0.03981976208021093j),(0.8659695661565286+0.009425903688791135j),(0.4999999999997036-0.0028040737233225076j),(0.8089637264573716-0.006246224878311832j),(0.5877852522919189-0.0068681247763269625j),(0.7422920497969056-0.011878322658852166j),(0.6691306063588182+0.03355070627955065j),(0.6680892230354202+0.012627024096452001j),(0.7431448254774773+0.03511576129461875j),(0.5871868780919122+0.020391424125214698j),(0.8090169943745683-0.01694882977762616j),(0.499794938189071+0.0011384278558853895j),(0.8660254037839868-0.014273182626264133j),(0.40673347655836584-0.00045953594871817245j),(0.9135454576419829+0.0015377561728972529j),(0.30896492363778033+0.0056513086208053774j),(0.9510565162945062+0.0004914112654798852j),(0.20788940851811136+0.0016940763125545535j),(0.9781476007334019+0.0025288554410411914j),(0.10411164888187059+0.004691788880568523j),(0.994521895367676-0.00805923801501333j),(-5.974168794665388e-13-2.1740942379722128e-13j),(0.9999999999994509-1.3231429840665498e-13j)
(0.9993451642256698+0.015829409025028326j),(-3.0135601449301763e-13-0.03253724861531445j),(0.9936568476234073-0.03447516224510906j),(0.10452846326711233+0.023050655632684706j),(0.9775588560889289+0.030447776293804518j),(0.20791169081738525-0.01497813810564043j),(0.9507764249255308+0.014627893878685622j),(0.3090169943741312-0.017852498797243155j),(0.9105455379218975+0.05238998655198313j),(0.4067366430759267+0.05222466713870768j),(0.8659754941359472+0.0033313268195060415j),(0.49999999999975947-0.008680196811919182j),(0.8089301093163596+0.0046682063541984556j),(0.5877852522920922+0.010898774134129579j),(0.7419223178670108-0.005605088838298505j),(0.6691306063581599-0.042238476103937855j),(0.6680360508042144+0.036771968146521936j),(0.7431448254772751-0.010555830130584056j),(0.5868264495105243+0.014727577646363099j),(0.809016994375188+0.030154923686639787j),(0.4999459001735365+0.0019773898761079097j),(0.8660254037838925+0.007084266283125097j),(0.40632724215496563+0.003125274956181961j),(0.9135454576422115+0.01797503155444356j),(0.3089696637856766+1.213375191394181e-05j),(0.9510565162947012+0.005408283019793327j),(0.20740160636883692-0.01296737618979516j),(0.9781476007333888+0.0066099931015006184j),(0.10446761798540449-0.0002470822091744998j),(0.9945218953677215-0.003557439521296304j),(-7.87836669746217e-14+2.0364959718577325e-13j),(0.9999999999994553+2.421030362948981e-13j)
(0.9987778217464182+0.047777959871597775j),(1.5927133015906216e-13-0.012654222092091303j),(0.9930491559004003-0.045352756369869754j),(0.10452846326730782+0.029500878307578148j),(0.9771239434385719+0.011336075957950274j),(0.2079116908181151+0.043278416802130626j),(0.9505719070542553+0.014086148237093676j),(0.30901699437425306-0.02689102329316947j),(0.9133019949538971+0.012593455833745583j),(0.40673664307497476-0.016916680002335916j),(0.8657884527720664+0.008769467597192777j),(0.4999999999997153+0.018260653978773307j),(0.8080432384553887-0.03966710485978386j),(0.5877852522919941-0.0010690020821132028j),(0.743142954707054+0.00025865781244426565j),(0.6691306063586412-0.0016473003225415585j),(0.6684568319858717+0.0011735212959274634j),(0.7431448254769683-0.02999758298352491j),(0.587429667290034+0.013095728257157198j),(0.8090169943744818-0.01569683729591571j),(0.49756968101086996+0.03109266892784141j),(0.8660254037844956+0.03817929381864711j),(0.40636860457438334-0.016890520787154667j),(0.9135454576421215+0.003736889636811132j),(0.30892661628725515-0.0029747534077941527j),(0.9510565162947995+0.006855611102849117j),(0.2078280369231309-0.0039915585877198425j),(0.9781476007333759+0.004341164264055801j),(0.10452223036133963+0.0002438940025984871j),(0.9945218953677839+0.001115127342201071j),(3.9279726151220704e-13-9.155176616815197e-14j),(0.9999999999994499+1.6714407635731732e-13j)
(0.9998627905545103+0.00471639211642755j),(-7.76840627748626e-14-0.015879411472569747j),(0.9936006038747028-0.009682387401060538j),(0.1045284632674649-0.041688028494515514j),(0.9765094737400678-0.05594148483790114j),(0.2079116908180573+0.008516266200326058j),(0.9488441882708126+0.002144850360043018j),(0.30901699437472213-0.06479662944979744j),(0.9135318851011072-0.0031303788241447894j),(0.40673664307552004+0.0038728297832219608j),(0.8647040489864545-0.024651134176870086j),(0.49999999999924816-0.04097839979560085j),(0.808567707958844-0.016258181704081342j),(0.5877852522920317-0.021504194025820315j),(0.7412692453558385-0.01731378814844508j),(0.6691306063580431-0.04984345757790011j),(0.6689972187029084-0.004906654729466514j),(0.7431448254770943-0.012426362002161451j),(0.5870422509007027+0.019737263104272623j),(0.8090169943748977+0.02198497018588655j),(0.49860351245622003+0.008815253832158164j),(0.8660254037836512-0.036288133961905604j),(0.4062808731717599-0.0033619674133420208j),(0.9135454576421014+0.01895378828316798j),(0.308914311593502+0.006560474239467596j),(0.9510565162946054-0.00451786264990843j),(0.20722315276769476-0.01516615864027356j),(0.9781476007332806+0.007471530482649778j),(0.10445337767985144-0.003912509550418505j),(0.9945218953677255+0.0006195106160503186j),(1.1463856805540195e-13-7.332103674206891e-13j),(0.9999999999994521+5.626592941565534e-13j)
(0.9989645155537785+0.045359718277238364j),(-4.2485960421036654e-14-0.0035203154686140096j),(0.9935429605198458-0.014525310473526263j),(0.10452846326854218+0.04165574777407786j),(0.9752217707136565-0.05191750897447378j),(0.20791169081680047-0.054952697918182816j),(0.9488220930100838-0.06499394357539758j),(0.30901699437492436+0.004573871528698275j),(0.9126420658542053-0.011618330785032296j),(0.40673664307529794-0.038920138769022034j),(0.8654116081232989+0.030919663967227944j),(0.4999999999996405-0.010330677847818276j),(0.8080056343486333-0.02528055151016809j),(0.5877852522922724-0.031563994721214135j),(0.7431303927273663+0.003048508746985295j),(0.6691306063587066+0.0034867796270746433j),(0.668284219997934-0.03030191735842196j),(0.7431448254769459-0.01462065223822467j),(0.5873961976789492+0.020492838981759173j),(0.8090169943746843-0.006103549345469748j),(0.4999349735554745+0.005620052688293816j),(0.8660254037841368+0.0057824928277716j),(0.40654976011087335-0.0021527382036160923j),(0.9135454576424634+0.012138990556723895j),(0.30841423582281635+0.018729571494780904j),(0.9510565162944771-0.00462224038409792j),(0.20779794357297118+0.005199205962578042j),(0.9781476007333456+0.0045004536126616885j),(0.10439843473135976-0.005183072668281643j),(0.9945218953677335-0.0005497421697726775j),(-2.2735928428355072e-14+3.6927492313987287e-13j),(0.999999999999453+1.3007477039916893e-13j)
(0.9998638137934082-0.0161917621602284j),(-5.042316409704385e-13+0.003190721459448432j),(0.9941154663944404-0.022075468381614012j),(0.10452846326714713-0.017914059754500864j),(0.9771941795232743+0.03626603438292859j),(0.20791169081794342+0.02343158287410839j),(0.9500945659909704-0.04192646439014895j),(0.3090169943750503+0.008425226664953484j),(0.9118174076069814+0.04464082560977322j),(0.4067366430761628+0.03408100719916898j),(0.8637286061858428+0.047628155038510395j),(0.5000000000003807+0.04128503000295419j),(0.8079311822897424-0.041336631121679235j),(0.5877852522919242-0.006854545817522817j),(0.7426644650151436-0.010915798953399291j),(0.6691306063584952-0.024383793185983518j),(0.6686066588376475+0.02524792850502317j),(0.7431448254771775-0.007965314150227006j),(0.5871788164798081+0.026312397363200863j),(0.8090169943747404+0.004494222303857629j),(0.4998573265718094-0.010777090057844775j),(0.8660254037839875+0.005148533969745141j),(0.4061695548364968+0.0193093751964316j),(0.9135454576420853-0.009388161368151932j),(0.30882268105650174-0.006035732139755813j),(0.9510565162945398-0.009144638604681902j),(0.20772632201624905+0.0009123240585797755j),(0.9781476007332893-0.00873006214349116j),(0.10442735862632-0.0021553667604516727j),(0.994521895367796+0.004059654839463515j),(1.8854814824335548e-13+1.1385128950713863e-12j),(0.999999999999456+3.093983402813194e-13j)
(0.9989458056464815-0.0023080342635136987j),(-4.0212533506455547e-13-0.04584703216055591j),(0.9925269196026942-0.06163824730050213j),(0.10452846326724885-0.01283903031667433j),(0.9781321880717849-0.005490652078320328j),(0.20791169081772198+6.494455641978313e-05j),(0.9498681245584606+0.004765016535336234j),(0.30901699437439867-0.04728993288034495j),(0.9129094068896918-0.029538358195424795j),(0.40673664307582624+0.017005980879083796j),(0.8656678754608594-0.022505499801719783j),(0.49999999999958206+0.010612816449921377j),(0.8086089921681836+0.011689515592024826j),(0.5877852522928654+0.022876848468080177j),(0.7423459685060039+0.010217514310499014j),(0.6691306063588942+0.032898283797370545j),(0.667870181037387-0.03848800454247305j),(0.7431448254767126-0.014278065467443911j),(0.5877260950765939-0.006970214530001232j),(0.8090169943746055-0.00457778192690815j),(0.49957191570014653+0.015858162140759635j),(0.8660254037840055-0.013282309169039812j),(0.40668358335255556+0.00530189051766501j),(0.9135454576420244+0.0038794083266672774j),(0.3088227926019144+0.0063091349515323174j),(0.9510565162947299+0.008954350784334252j),(0.20787302317888737+0.00144378499237292j),(0.9781476007332133+0.0037407082395377413j),(0.10445803706849385+0.003684786250924801j),(0.9945218953677577+0.0010679303017869027j),(2.6708186265531606e-13+8.312447952185664e-13j),(0.9999999999994561+2.4991727437528866e-13j)
(0.999835408123647-0.0127039326389328j),(-5.106424253986456e-14-0.012952480708758356j),(0.9945023127351957-0.006240920057408413j),(0.10452846326740761+3.531191019971443e-05j),(0.9781005246755787+0.009380095612932812j),(0.20791169081710387-0.0020263898973943467j),(0.9499649179785045+0.03463383666774768j),(0.3090169943746155-0.029591369590430783j),(0.9131532116489444+0.026337771661812687j),(0.4067366430751525-0.004778809250753326j),(0.8658707917728837+0.005874636937329434j),(0.499999999999217-0.015272871212626484j),(0.8088163944808109-0.018001560686571556j),(0.5877852522921587+0.0006935550337005235j),(0.7428787884393957+0.01324177804049099j),(0.6691306063584039+0.01483214867917032j),(0.6687296668138919+0.02315958526389801j),(0.7431448254766172-0.00018627814085676875j),(0.5874554276373516-0.01879074091902715j),(0.8090169943741019-0.005876343070253609j),(0.4982791218440908-0.02638502624484136j),(0.8660254037835923-0.03196477944072172j),(0.40665530174432196-0.00151664997490065j),(0.9135454576422092+0.007991380123158911j),(0.30852774055559745+3.901071475932716e-05j),(0.9510565162943101-0.01738201941218253j),(0.2078199624393942+0.0008544266295053855j),(0.9781476007333465+0.006115909198752174j),(0.10441182244440993-0.003216255825963653j),(0.9945218953678057+0.003745218984457604j),(-3.262803982673102e-13+9.806148948410254e-13j),(0.9999999999994643+1.6855614126676244e-13j)
(0.9994045845815472+0.02269578990455227j),(-2.5801478377389184e-13-0.025988024872687712j),(0.9936163675510455-0.034430943612406964j),(0.10452846326762387-0.024795657327901805j),(0.9775014282851402+0.03504711110071729j),(0.20791169081757196-0.005948657342962354j),(0.9506176751372494-0.00878755582976055j),(0.30901699437460617+0.027519298059348725j),(0.9115000141317031-0.06016174187890323j),(0.4067366430755439-0.010657965586926369j),(0.8659921355246635+0.007571643763645383j),(0.4999999999996134+0.0005398327216527812j),(0.8089131757656711-0.005714424938364176j),(0.587785252292027+0.01163256666216358j),(0.7427431805854687+0.005610848773004662j),(0.6691306063580956-0.023776410652986878j),(0.6689334554512418+0.0039636496904818415j),(0.743144825477376+0.015750873762136984j),(0.5863266326307197+0.04117494413268931j),(0.809016994374443-0.0041480906244777856j),(0.49937133691857144-0.022666465252951733j),(0.866025403783769-0.010700430699047787j),(0.4065843958649093-0.010865807713142024j),(0.9135454576422051-0.0024000171058703706j),(0.3086906810888228-0.0069664985623540815j),(0.9510565162944282-0.012370696000761426j),(0.20766655441499712+0.009885036880480215j),(0.9781476007332737+0.0020394611829545398j),(0.10418301654878974+0.007570814936785108j),(0.9945218953677107-0.003844666062579813j),(-1.0660094530705826e-12-1.0361156377314273e-13j),(0.999999999999455-4.111598214673329e-13j)
(0.9999282705346034-0.00580037969789955j),(-3.907412193295135e-13-0.010478997080097325j),(0.9941671660588904-0.026537535321760515j),(0.10452846326766091+0.0010979595470630762j),(0.9779299454649336-0.0020015239005414616j),(0.20791169081775598+0.02053641850796003j),(0.9492781264884601+0.007302237642712845j),(0.3090169943739024-0.05767333077679729j),(0.9132541446988542+0.012981669087718764j),(0.4067366430753551+0.019069521144667787j),(0.8653045341915536-0.02761675219147591j),(0.4999999999991119-0.022031298319888547j),(0.8089499286000766+0.0025591031005444517j),(0.5877852522923734+0.010097583655696725j),(0.7429132737396954+0.017348554550052527j),(0.6691306063588586+0.0065671142124937775j),(0.6671652926193449+0.04519317889007475j),(0.7431448254771691+0.024162310968325988j),(0.587131796481604-0.027599424386928174j),(0.8090169943745151+0.002455228284051099j),(0.49974724456607594-0.004955918387910879j),(0.866025403783793+0.015103986942716335j),(0.40607449242791144+0.007670608187218743j),(0.9135454576418843-0.02189441002234648j),(0.30877804629107797-0.01036953443455704j),(0.9510565162945068-0.006331958381580963j),(0.20698458121746235-0.0024046842755828385j),(0.9781476007335084+0.019464629715701075j),(0.10451442680495658-5.07030937030601e-05j),(0.9945218953676398-0.0017122067851844472j),(-3.3662192466144027e-13-2.8013528996506665e-13j),(0.999999999999456-1.6647794254254222e-13j)
(0.9998496107081344-0.015518080684869779j),(-1.879836324102451e-13+0.007742424518297639j),(0.9930972642388664-0.010043092093155421j),(0.10452846326862764+0.05225667830991669j),(0.977401994372174+0.003934965870791824j),(0.20791169081727356-0.03798139361821451j),(0.9509937039347526-0.001303126157172273j),(0.3090169943742407+0.01085237878963039j),(0.9125008482406252+0.04367010979006159j),(0.4067366430757706+0.0006531839962355401j),(0.8651777473639536+0.015744816142515466j),(0.5000000000004772+0.034922288430322995j),(0.8078045235856119-0.042445123653667385j),(0.5877852522921302-0.012600013467076432j),(0.7423763079429652+0.01687161867502803j),(0.669130606358347+0.029274520006793335j),(0.6685374859089398-0.01517722318076092j),(0.7431448254771639+0.023728678776184692j),(0.5875364620620604-0.0018532619763886472j),(0.8090169943744582-0.01699923468384648j),(0.49945825049788695+0.006497628660210374j),(0.8660254037842404+0.022343608272139454j),(0.40624077085031174+0.016262724434646034j),(0.9135454576419026-0.011775258538672003j),(0.30882829821579505+0.001320478912661665j),(0.9510565162945853-0.010716406538337386j),(0.20735726133461277-0.014902936148904955j),(0.9781476007334593+0.002853041229669548j),(0.10449258689416382+6.774493882358984e-05j),(0.9945218953677589-0.0027375769958804834j),(-1.130646726793806e-13+9.087869345947297e-14j),(0.9999999999994532+7.029012788484224e-14j)
(0.9991392695998278+0.013775568534142326j),(8.615046454203118e-13+0.03912740285070988j),(0.9928656839015385+0.024204676541342778j),(0.10452846326730941-0.05201603339383455j),(0.9781232621813577+0.005620760595457204j),(0.20791169081774116+0.004002480497480431j),(0.9496584897904445+0.03271755802582909j),(0.3090169943752193+0.03983480076321129j),(0.9129782963947418-0.008120065241756342j),(0.4067366430759206+0.031144791390725055j),(0.8647431811638422+0.008376407717868602j),(0.4999999999991603-0.04635802437601612j),(0.8086083459084004+0.0014782134345196919j),(0.5877852522926461+0.02566817092086418j),(0.742088454868148+0.003322259302081028j),(0.6691306063587237+0.03947048742299913j),(0.6687830492097538+0.012416408709006975j),(0.7431448254766384-0.01763049207012885j),(0.5873586163110429+0.006583653449750071j),(0.8090169943745508+0.02140126548805906j),(0.4998067379201694+0.009027245809610219j),(0.8660254037846646+0.010570409697836682j),(0.40628751975796573+0.005856196757734581j),(0.9135454576419668-0.018189366923117938j),(0.3088873175204981-0.0024808204831716935j),(0.9510565162945921-0.008600780036105765j),(0.20787589759302919-0.0013534106110638586j),(0.9781476007331469-0.003612569519374796j),(0.10447372404100376+0.0025955287035723824j),(0.9945218953677014+0.00216883583524859j),(5.997144049947132e-13-5.860277541014369e-13j),(0.9999999999994544-2.0560636526667508e-13j)
(0.9996184967243109-0.002637169598567343j),(3.844685213647198e-13+0.027493750961422585j),(0.9935333613552816-0.01045596171986375j),(0.10452846326750902-0.043080542061552526j),(0.9780634467257121+0.011949136575504149j),(0.20791169081763783-0.00467344993171554j),(0.9493111720526916-0.0339783247395881j),(0.30901699437399305-0.04650020699620258j),(0.9135351009953088-0.0008039621001652195j),(0.40673664307531854+0.004275052405825701j),(0.8658956394405012+0.013240032784301192j),(0.5000000000001221+0.007031580795930581j),(0.8088597758516443+0.012190335159883022j),(0.587785252292141-0.01028376996159299j),(0.742532245742565+0.023408686852000746j),(0.669130606359236+0.01902968850442606j),(0.6690818002387156+0.0009077014433983479j),(0.7431448254768356+0.008030506415141017j),(0.5876160081227806-0.008494575021117468j),(0.8090169943742063-0.011259307512122209j),(0.49959217208539836+0.00048159338066651805j),(0.866025403784375+0.020184886866519865j),(0.404883767894819-0.015290511111619116j),(0.9135454576423906+0.03563750250927627j),(0.30863196915194935+0.01533189435515692j),(0.9510565162947191+0.0016563348513736476j),(0.20787349201740257-0.003856913851322043j),(0.9781476007332488+0.001003349759403865j),(0.1044861348421298+0.0018061296930347928j),(0.9945218953677453+0.0023632931160781573j),(4.3965227222813766e-13+2.7092911247805773e-14j),(0.9999999999994488+2.393287391183607e-13j)
(0.9999858608912646-0.0008250195275898949j),(2.2603706782485595e-13-0.005253318865001716j),(0.9934051339830847+0.03510713415421142j),(0.10452846326765665+0.03142497849163554j),(0.9754523584340498-0.032390004107590326j),(0.2079116908184187+0.06493314160857847j),(0.9505456027316014+0.018956057214037828j),(0.3090169943742991-0.024743124482912052j),(0.9128743824776963+0.03472439279845313j),(0.4067366430758998-0.004458871930357266j),(0.8650871577881541+0.04027919851848468j),(0.49999999999988964+0.0013399983918112226j),(0.8089557470091449+0.009665719432371333j),(0.5877852522918254-0.002381267685911391j),(0.7430831490846433+0.0055689628712784585j),(0.6691306063583451-0.007787928629496418j),(0.6683904772773825+0.004102565684499309j),(0.7431448254772692+0.031194666289856794j),(0.5877315698449589+0.007652498364256671j),(0.8090169943745567+0.0021316398410995037j),(0.49991064031034943+0.003150541989643052j),(0.8660254037841262+0.008912114737268276j),(0.4054037960671434-0.023432446877797983j),(0.9135454576422813+0.023095007852639998j),(0.30847483182024943-0.01182263589541424j),(0.9510565162942387-0.013964463009433306j),(0.20749135578900432-0.0062905738976813536j),(0.978147600733314+0.011620547811683021j),(0.1045131800496447+0.0016344581565231296j),(0.9945218953676981+0.0007234470102208627j),(6.715293852943829e-13-7.035171056823941e-13j),(0.9999999999994436-4.4950154709511025e-14j)
